Objects,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,
,,Global Angle PHIL_ROBOT_01:PHIL_ROBOT_01,,,,,,Global Angle TAG_07:TAG_07,,,,,,Global Angle TAG_11:TAG_11,,,,,,Global Angle TAG_12:TAG_12,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
120,0,0.0450298,0.0132082,1.62587,-635.48,-455.739,290.487,-0.272341,0.00580835,0.00718952,-16.4322,2366.85,1273.15,,,,,,,-0.683513,1.81494,1.43154,-1196,-1246.43,551.96
121,0,0.0447615,0.0132995,1.62604,-635.463,-455.749,290.477,-0.270841,0.00561415,0.00720264,-16.4177,2366.94,1273.12,,,,,,,-0.682123,1.81464,1.43256,-1195.99,-1246.42,551.998
122,0,0.0450479,0.0129085,1.62631,-635.483,-455.701,290.524,-0.266263,0.00520743,0.00689887,-16.4551,2367.08,1273.1,,,,,,,-0.681794,1.81499,1.43164,-1195.98,-1246.41,552.031
123,0,0.0446555,0.0133662,1.6261,-635.47,-455.739,290.483,-0.270318,0.00527429,0.0072646,-16.4261,2366.98,1273.13,,,,,,,-0.679337,1.81301,1.43197,-1195.96,-1246.36,551.999
124,0,0.0443668,0.0133182,1.62648,-635.473,-455.748,290.481,-0.272124,0.00548482,0.0071968,-16.4379,2366.92,1273.13,,,,,,,-0.68113,1.81402,1.43082,-1195.99,-1246.39,551.97
125,0,0.044675,0.0130408,1.62644,-635.498,-455.768,290.493,-0.272272,0.00564039,0.00793576,-16.4136,2366.85,1273.16,,,,,,,-0.682106,1.81425,1.43291,-1195.99,-1246.38,552.011
126,0,0.0449581,0.0127279,1.62634,-635.466,-455.792,290.459,-0.273329,0.00578303,0.00751735,-16.4399,2366.84,1273.13,,,,,,,-0.68168,1.81443,1.4305,-1195.98,-1246.44,551.979
127,0,0.044409,0.013467,1.62616,-635.482,-455.745,290.487,-0.270401,0.00535418,0.0068809,-16.4409,2366.86,1273.16,,,,,,,-0.681039,1.81352,1.43211,-1195.97,-1246.4,552.029
128,0,0.0446298,0.013319,1.62614,-635.465,-455.808,290.465,-0.268968,0.00583058,0.00747736,-16.4484,2366.95,1273.14,,,,,,,-0.682796,1.81424,1.4323,-1196,-1246.44,552.037
129,0,0.0450537,0.0133088,1.62601,-635.476,-455.813,290.463,-0.271226,0.00571083,0.00727841,-16.4327,2366.91,1273.1,,,,,,,-0.681012,1.81372,1.43093,-1195.99,-1246.42,551.951
130,0,0.0444102,0.0134864,1.62617,-635.479,-455.802,290.473,-0.000441939,-0.00155983,0.000410945,-16.4609,2378.13,1270.52,,,,,,,-0.681599,1.81402,1.43054,-1195.95,-1246.37,552.026
131,0,0.0448293,0.0130231,1.62649,-635.464,-455.778,290.471,-0.000431108,0.000956951,0.000234512,-16.7461,2378.25,1270.69,,,,,,,-0.67989,1.81382,1.43166,-1195.95,-1246.4,552.023
132,0,0.0445185,0.0130082,1.62633,-635.478,-455.764,290.465,-0.000615233,0.00103881,0.000422924,-16.7643,2378.28,1270.67,,,,,,,-0.683612,1.81516,1.43277,-1196,-1246.43,551.999
133,0,0.0448586,0.0128281,1.62617,-635.47,-455.728,290.486,-0.000622377,-0.001383,0.000315241,-16.4759,2378.07,1270.56,,,,,,,-0.680581,1.81334,1.43063,-1195.93,-1246.36,552.102
134,0,0.0452827,0.0126637,1.6261,-635.453,-455.841,290.425,-0.000269759,0.000961802,0.000786285,-16.7644,2378.31,1270.65,,,,,,,-0.682839,1.81418,1.4319,-1195.98,-1246.42,552.008
135,0,0.0451582,0.012918,1.62615,-635.471,-455.78,290.476,-0.000554466,0.00101072,0.000507804,-16.7195,2378.26,1270.65,,,,,,,-0.682646,1.81476,1.43111,-1195.99,-1246.45,551.952
136,0,0.0444726,0.0131222,1.62616,-635.483,-455.768,290.473,4.63E-06,-0.00114082,0.000868007,-16.4699,2378.08,1270.51,-0.0149239,0.00165536,0.0370103,991.464,-1215.24,734.407,-0.680697,1.81372,1.43145,-1195.97,-1246.4,552.018
137,0,0.0445136,0.0134,1.62625,-635.462,-455.766,290.486,-0.000334289,0.000865159,0.000564585,-16.7431,2378.29,1270.66,,,,,,,-0.681675,1.81447,1.43136,-1195.97,-1246.4,552.003
138,0,0.0448493,0.0131323,1.62643,-635.481,-455.766,290.498,0.00052306,0.000679173,0.000140349,-16.7362,2378.26,1270.69,,,,,,,-0.682127,1.81468,1.43206,-1195.99,-1246.43,552.016
139,0,0.0446596,0.013317,1.62629,-635.493,-455.743,290.505,-0.000144507,-0.00133514,0.000261897,-16.52,2378.09,1270.51,,,,,,,-0.681032,1.81322,1.43201,-1195.94,-1246.38,552.093
140,0,0.0448915,0.0131499,1.62619,-635.47,-455.834,290.444,-0.000910721,0.000880173,0.000665243,-16.6978,2378.24,1270.68,,,,,,,-0.683085,1.81542,1.43175,-1195.98,-1246.4,551.974
141,0,0.0445397,0.0136016,1.62596,-635.484,-455.803,290.465,-0.00104974,0.000724597,-6.16E-05,-16.738,2378.27,1270.63,,,,,,,-0.684738,1.81663,1.43176,-1196.03,-1246.48,551.956
142,0,0.0451899,0.0128294,1.62613,-635.474,-455.831,290.466,-3.07E-05,0.000738715,0.000260701,-16.7438,2378.23,1270.71,,,,,,,-0.681116,1.81416,1.43306,-1195.99,-1246.4,552.058
143,0,0.0452218,0.012795,1.62613,-635.471,-455.794,290.467,-0.000645239,0.000828307,0.000454698,-16.7682,2378.31,1270.62,,,,,,,-0.68266,1.81514,1.43168,-1196.02,-1246.41,551.988
144,0,0.0446053,0.0131988,1.62611,-635.456,-455.754,290.479,-0.000298313,0.00075009,-8.57E-05,-16.7468,2378.22,1270.7,,,,,,,-0.682109,1.81482,1.43213,-1195.96,-1246.41,552.052
145,0,0.0440577,0.0134525,1.62631,-635.49,-455.772,290.469,-0.000126908,0.000836744,0.000305769,-16.71,2378.28,1270.69,-0.0170616,0.00248471,0.0368595,991.281,-1215.45,734.359,-0.680872,1.81354,1.43042,-1195.96,-1246.39,552.033
146,0,0.0452633,0.0125952,1.6263,-635.486,-455.754,290.494,-0.000212269,0.00102871,0.000714905,-16.7164,2378.29,1270.63,-0.0103087,0.0105597,0.0489996,991.985,-1215.84,734.204,-0.683862,1.81572,1.4318,-1196.04,-1246.47,551.906
147,0,0.0445104,0.0132429,1.62633,-635.48,-455.753,290.492,-0.000208259,0.000671997,3.91E-05,-16.7187,2378.24,1270.7,-0.00412034,0.0157109,0.0585485,992.627,-1216.26,734.001,-0.681041,1.81404,1.43214,-1195.98,-1246.43,552.005
148,0,0.0443971,0.0133391,1.62618,-635.469,-455.791,290.444,-0.000835285,0.000729543,0.000507892,-16.7078,2378.26,1270.67,-0.0172426,0.00253442,0.036657,991.282,-1215.43,734.343,-0.680604,1.81348,1.43171,-1195.97,-1246.41,552.024
149,0,0.0446509,0.0133405,1.62606,-635.474,-455.768,290.467,0.000125647,0.000780312,5.58E-05,-16.7676,2378.25,1270.69,-0.0226217,-0.00928027,0.0373187,991.841,-1215.54,734.238,-0.682511,1.81422,1.43113,-1195.98,-1246.43,552.026
150,0,0.0444716,0.0132232,1.62622,-635.48,-455.797,290.474,-0.0006319,0.000651344,4.82E-05,-16.7208,2378.27,1270.68,-0.027938,-0.0170319,0.0377114,992.2,-1215.72,734.145,-0.681343,1.81401,1.43202,-1195.97,-1246.37,552.003
151,0,0.0448625,0.0128846,1.6264,-635.47,-455.803,290.456,-3.25E-05,0.00080574,5.54E-05,-16.7128,2378.25,1270.67,-0.0187215,-0.0037381,0.030272,990.831,-1215.29,734.114,-0.680381,1.81386,1.4305,-1195.95,-1246.4,552.028
152,0,0.0448855,0.0129487,1.62646,-635.478,-455.856,290.457,-0.000373655,0.000777199,0.000652809,-16.728,2378.26,1270.65,-0.017873,0.00220895,0.0356586,991.234,-1215.42,734.373,-0.682506,1.81509,1.43177,-1195.99,-1246.43,551.95
153,0,0.0447006,0.0134294,1.62592,-635.465,-455.788,290.465,-0.000312343,0.000798619,0.000733975,-16.7392,2378.22,1270.67,-0.0109677,0.00939522,0.0469588,991.911,-1215.71,734.264,-0.682273,1.81512,1.43164,-1195.99,-1246.41,552.012
154,0,0.04486,0.0130036,1.62623,-635.461,-455.764,290.473,0.000491172,0.000704696,0.000189763,-16.7421,2378.24,1270.71,-0.00799085,-0.0277739,0.103484,998.895,-1218.01,733.029,-0.682552,1.8138,1.43216,-1195.97,-1246.39,552.078
155,0,0.0449277,0.0130998,1.62623,-635.479,-455.74,290.508,-0.000240458,0.0011326,0.000639714,-16.7463,2378.2,1270.67,-0.00386424,-0.0252008,0.112339,999.47,-1218.68,732.571,-0.684799,1.81551,1.43226,-1196.04,-1246.45,551.998
156,0,0.0446652,0.0133562,1.62622,-635.483,-455.813,290.445,0.000436986,0.00112927,0.000795657,-16.7409,2378.26,1270.68,-0.00816266,-0.0193787,0.108635,998.485,-1219.28,732.307,-0.68324,1.81507,1.43298,-1196.01,-1246.39,551.975
157,0,0.0449233,0.0129772,1.62621,-635.479,-455.775,290.471,-0.000670357,0.000809725,0.000463384,-16.7185,2378.32,1270.65,-0.00692501,-0.0203382,0.1138,998.974,-1219.53,732.124,-0.68307,1.81561,1.43122,-1195.98,-1246.41,551.994
158,0,0.0441888,0.0134597,1.62632,-635.471,-455.758,290.479,0.000381506,0.000834608,0.000312871,-16.7135,2378.19,1270.67,-0.00480479,-0.0198634,0.11955,999.482,-1219.77,731.97,-0.683749,1.8154,1.43135,-1196.02,-1246.46,551.961
159,0,0.0445195,0.0131914,1.62608,-635.459,-455.752,290.462,-0.000670326,0.000630864,0.000422034,-16.7618,2378.26,1270.68,,,,,,,-0.679392,1.81255,1.43198,-1195.96,-1246.36,552.062
160,0,0.0447228,0.0128127,1.62628,-635.476,-455.705,290.505,-0.00057071,0.000747203,0.000192093,-16.7182,2378.22,1270.71,,,,,,,-0.681485,1.81461,1.43133,-1195.98,-1246.4,552.044
161,0,0.0448722,0.0125641,1.62649,-635.465,-455.785,290.464,-0.000441655,0.00108955,0.000491842,-16.7358,2378.2,1270.71,,,,,,,-0.682718,1.8147,1.43253,-1196.01,-1246.45,551.962
162,0,0.045553,0.0125007,1.62635,-635.484,-455.807,290.481,-0.00100645,0.000858505,-0.000149499,-16.7316,2378.28,1270.65,,,,,,,-0.682397,1.815,1.43123,-1195.99,-1246.46,551.978
163,0,0.0448399,0.0133075,1.62602,-635.477,-455.779,290.474,-5.24E-05,0.000814072,0.000449061,-16.7531,2378.28,1270.65,-0.0148068,0.00184111,0.0369994,991.478,-1215.25,734.374,-0.6846,1.81607,1.43181,-1196.02,-1246.46,551.952
164,0,0.0450633,0.012852,1.62624,-635.476,-455.754,290.505,2.01E-05,0.000610094,-7.94E-05,-16.7527,2378.18,1270.7,-0.0194699,-0.00392275,0.0370133,991.644,-1215.38,734.345,-0.682056,1.81425,1.4322,-1195.97,-1246.39,552.05
165,0,0.0445077,0.0134974,1.62612,-635.467,-455.759,290.495,-0.00046087,-0.00111222,0.000302151,-16.5017,2378.11,1270.51,-0.0240506,-0.0151437,0.0364737,992.235,-1215.19,733.914,-0.681734,1.81399,1.43203,-1195.96,-1246.37,552.045
166,0,0.0449729,0.0129265,1.62637,-635.482,-455.824,290.469,-0.000103535,0.000838547,0.000118175,-16.7248,2378.26,1270.68,-0.0172818,0.00259086,0.036675,991.268,-1215.45,734.375,-0.682311,1.81356,1.43175,-1196,-1246.4,551.988
167,0,0.0450418,0.0130713,1.62628,-635.471,-455.829,290.456,-0.000131857,0.0009059,2.89E-05,-16.7385,2378.27,1270.67,-0.0200294,-0.0096785,0.0311093,991.1,-1215.28,733.955,-0.683021,1.81444,1.43312,-1196,-1246.4,552.009
168,0,0.0448263,0.0131372,1.62617,-635.47,-455.806,290.44,5.98E-05,0.000835427,0.00024873,-16.7509,2378.29,1270.63,-0.0199636,-0.00977526,0.0528994,993.164,-1216.16,734.019,-0.681948,1.81512,1.43172,-1195.98,-1246.43,551.983
169,0,0.0447469,0.0133948,1.62582,-635.464,-455.75,290.479,-0.000204877,0.00098995,0.000758996,-16.7652,2378.27,1270.66,-0.0159161,-0.0142118,0.0743539,995.245,-1217.35,733.333,-0.681771,1.81495,1.4324,-1196,-1246.42,551.993
170,0,0.0450329,0.0131201,1.62588,-635.454,-455.73,290.501,0.00016764,0.000639018,0.000119475,-16.7524,2378.19,1270.74,-0.0122364,-0.0187723,0.0926978,997.027,-1218.34,732.811,-0.681422,1.81357,1.43144,-1195.96,-1246.38,552.083
171,0,0.0450369,0.0129493,1.62613,-635.474,-455.792,290.452,-0.0146169,0.000902035,0.000749856,-16.6859,2377.37,1270.64,-0.00982052,-0.0215297,0.106605,998.333,-1219.12,732.349,-0.681424,1.81454,1.43061,-1195.98,-1246.4,551.962
172,0,0.0444456,0.0134274,1.62633,-635.475,-455.731,290.502,-0.0289552,0.00160678,0.00104693,-16.6434,2376.7,1270.78,-0.018271,0.00216709,0.0363795,991.281,-1215.49,734.37,-0.683392,1.81446,1.43188,-1196,-1246.42,551.987
173,0,0.0450336,0.0130059,1.6261,-635.478,-455.815,290.462,-0.0410154,0.00177548,0.00169369,-16.6106,2376.23,1270.91,-0.010579,0.0101488,0.0486185,991.974,-1215.78,734.202,-0.681242,1.8134,1.43152,-1195.98,-1246.39,551.992
174,0,0.0449826,0.0131042,1.62601,-635.457,-455.808,290.44,-0.0529796,0.0019977,0.00145351,-16.6129,2375.78,1270.96,-0.00415688,0.0152507,0.0580094,992.602,-1216.24,733.944,-0.680747,1.81432,1.43075,-1195.98,-1246.43,551.983
175,0,0.0451427,0.0131325,1.62578,-635.474,-455.724,290.517,-0.0648493,0.00169741,0.00118152,-16.5595,2375.17,1271.17,0.000632645,-0.0195481,0.11431,999.473,-1218.36,732.82,-0.679714,1.81338,1.43142,-1195.97,-1246.4,552.044
176,0,0.0453493,0.0128805,1.62609,-635.477,-455.815,290.461,-0.0765742,0.0023655,0.00204133,-16.5606,2374.74,1271.18,0.0106593,-0.012222,0.132301,1000.7,-1219.26,732.184,-0.682402,1.81403,1.4319,-1196,-1246.37,552.039
177,0,0.0450988,0.01281,1.62644,-635.477,-455.768,290.482,-0.0882574,0.00263115,0.00221382,-16.5323,2374.22,1271.3,-0.0128267,-0.0198032,0.0957917,997.374,-1218.52,732.707,-0.683242,1.81531,1.43197,-1196.02,-1246.41,551.961
178,0,0.0446461,0.0131485,1.62648,-635.484,-455.844,290.467,-0.10353,0.00291087,0.00280028,-16.507,2373.58,1271.42,-0.0106034,-0.0218382,0.105313,998.286,-1219.13,732.375,-0.684474,1.81541,1.43184,-1195.98,-1246.41,552.021
179,0,0.044474,0.0133262,1.62621,-635.463,-455.786,290.45,-0.118802,0.00327819,0.00304581,-16.4796,2372.95,1271.53,-0.00786445,-0.0221874,0.113399,998.994,-1219.52,732.08,-0.679937,1.81403,1.43184,-1195.98,-1246.4,552.009
180,0,0.0453581,0.0127435,1.62646,-635.472,-455.722,290.536,-0.134052,0.00360679,0.00346475,-16.4856,2372.3,1271.71,-0.00627095,-0.0219,0.117579,999.351,-1219.71,731.956,-0.683428,1.81513,1.43189,-1195.98,-1246.43,552.009
181,0,0.0445112,0.0130788,1.62615,-635.47,-455.752,290.491,-0.149356,0.00360208,0.00338947,-16.4688,2371.63,1271.87,-0.0144504,0.00147297,0.0371296,991.491,-1215.2,734.387,-0.683521,1.81527,1.43377,-1196,-1246.39,552.069
182,0,0.0451371,0.0128103,1.62588,-635.469,-455.754,290.462,-0.164626,0.00415595,0.00422652,-16.4674,2371.08,1271.97,-0.0178024,0.00239525,0.0365156,991.308,-1215.51,734.346,-0.681389,1.81522,1.43139,-1196,-1246.42,551.95
183,0,0.0448452,0.0130439,1.62624,-635.489,-455.789,290.481,-0.176167,0.00421535,0.00423237,-16.4409,2370.59,1272.1,-0.0151208,0.00180738,0.0369921,991.454,-1215.27,734.426,-0.683073,1.81433,1.43103,-1195.98,-1246.44,551.964
184,0,0.0445771,0.0131623,1.62618,-635.481,-455.762,290.479,-0.187758,0.00438333,0.00503685,-16.4355,2370.09,1272.26,-0.0195008,-0.00420406,0.0373251,991.646,-1215.44,734.31,-0.679673,1.81362,1.43343,-1195.97,-1246.38,552.033
185,0,0.045162,0.012833,1.62613,-635.478,-455.678,290.517,-0.195524,0.00466551,0.00591749,-16.4343,2369.88,1272.3,-0.0189583,-0.0528674,-0.00642564,988.808,-1212.38,730.177,-0.681694,1.81337,1.43064,-1195.98,-1246.38,551.996
186,0,0.0447246,0.0133072,1.62611,-635.473,-455.723,290.522,-0.206472,0.00463569,0.00510684,-16.4451,2369.35,1272.45,,,,,,,-0.681052,1.81417,1.43076,-1195.95,-1246.4,552.074
187,0,0.0448278,0.013396,1.62604,-635.462,-455.779,290.469,-0.216892,0.00437222,0.00487168,-16.4311,2368.9,1272.54,,,,,,,-0.681176,1.81381,1.43197,-1195.97,-1246.4,552.016
188,0,0.0426753,0.0206952,1.62832,-635.451,-456.009,290.698,-0.224024,0.005044,0.00613881,-16.4277,2368.74,1272.57,,,,,,,-0.681879,1.81479,1.43075,-1195.98,-1246.45,551.931
189,0,0.0451547,0.0131058,1.62625,-635.463,-455.882,290.43,-0.233332,0.00516313,0.00612852,-16.4316,2368.27,1272.72,,,,,,,-0.682441,1.81399,1.43189,-1196,-1246.4,551.982
190,0,0.0422983,0.020997,1.62833,-635.456,-456.003,290.703,-0.242749,0.00521928,0.00652147,-16.4118,2367.96,1272.78,,,,,,,-0.68033,1.81304,1.4321,-1195.98,-1246.38,552.006
191,0,0.0446893,0.0135156,1.62587,-635.454,-455.755,290.477,-0.250784,0.00542315,0.00664266,-16.4519,2367.6,1272.93,,,,,,,-0.682035,1.81475,1.43063,-1195.97,-1246.42,552.014
192,0,0.0426747,0.0205323,1.62825,-635.451,-456.022,290.7,-0.269246,0.00260107,0.00623739,-16.2109,2366.89,1272.83,,,,,,,-0.680645,1.81365,1.43221,-1195.93,-1246.35,552.105
193,0,0.0448983,0.0130235,1.62613,-635.473,-455.764,290.473,-0.27,0.00564384,0.00713607,-16.46,2366.97,1273.09,,,,,,,-0.68086,1.81427,1.43216,-1195.98,-1246.39,552.012
194,0,0.0427991,0.0206709,1.62814,-635.456,-456.04,290.678,-0.27552,0.00580803,0.00723107,-16.4442,2366.75,1273.17,,,,,,,-0.686764,1.81681,1.43157,-1196.04,-1246.48,551.929
195,0,0.0446949,0.013445,1.626,-635.475,-455.816,290.44,-0.270213,0.00552885,0.00700946,-16.4298,2366.92,1273.12,,,,,,,-0.681779,1.81456,1.43188,-1195.98,-1246.39,551.985
196,0,0.0454139,0.0126368,1.62597,-635.442,-455.787,290.433,-0.267854,0.00567916,0.00731609,-16.4509,2367.02,1273.13,,,,,,,-0.681056,1.81361,1.43191,-1195.98,-1246.4,552.004
197,0,0.0446302,0.0130882,1.62632,-635.486,-455.707,290.537,-0.270252,0.00539439,0.00716225,-16.4255,2366.93,1273.14,,,,,,,-0.681555,1.81441,1.43112,-1195.96,-1246.42,552.049
198,0,0.0448825,0.0128584,1.62631,-635.474,-455.792,290.452,-0.270843,0.0055519,0.00735473,-16.4373,2366.96,1273.14,,,,,,,-0.68161,1.81428,1.4323,-1195.99,-1246.37,552.008
199,0,0.0424598,0.0208494,1.62826,-635.457,-455.993,290.698,-0.273227,0.00579397,0.00761576,-16.428,2366.87,1273.11,,,,,,,-0.681762,1.81528,1.43123,-1196.01,-1246.43,551.919
200,0,0.0441705,0.0136781,1.62636,-635.485,-455.775,290.495,-0.270841,0.00560134,0.00740986,-16.4222,2366.93,1273.11,,,,,,,-0.682606,1.81499,1.43214,-1195.99,-1246.43,551.987
201,0,0.0452075,0.0129055,1.62596,-635.481,-455.739,290.492,-0.26708,0.00569666,0.00726499,-16.489,2367.06,1273.13,,,,,,,-0.681078,1.81312,1.43272,-1195.97,-1246.42,552.078
202,0,0.0449413,0.013075,1.62599,-635.473,-455.689,290.527,-0.272667,0.0056763,0.00769621,-16.4182,2366.88,1273.1,-0.0153595,0.00156466,0.0365576,991.46,-1215.2,734.434,-0.681102,1.8147,1.42973,-1195.94,-1246.43,552.028
203,0,0.0444921,0.0129067,1.62662,-635.48,-455.766,290.494,-0.269056,0.00571071,0.0067765,-16.4575,2366.96,1273.17,-0.0194351,-0.00462088,0.0373447,991.684,-1215.41,734.308,-0.680542,1.81345,1.43248,-1195.99,-1246.4,552.023
204,0,0.0447512,0.0134593,1.62621,-635.466,-455.853,290.441,-0.272017,0.00581599,0.00729528,-16.4322,2366.91,1273.14,-0.0480535,-0.0233877,0.00557146,988.581,-1213.74,735.161,-0.684416,1.81495,1.43189,-1196.01,-1246.41,551.999
205,0,0.0450026,0.0131822,1.6259,-635.479,-455.798,290.465,-0.273703,0.00594034,0.0076055,-16.4011,2366.87,1273.13,-0.0195189,-0.00495248,0.0301975,990.85,-1215.38,733.981,-0.680818,1.81439,1.42995,-1195.94,-1246.43,551.976
206,0,0.0443425,0.0132486,1.62638,-635.463,-455.762,290.472,-0.269872,0.00560793,0.00775441,-16.4273,2366.94,1273.15,-0.0186724,-0.036284,0.0871304,997.779,-1217.39,733.399,-0.679448,1.81278,1.43177,-1195.95,-1246.36,552.064
207,0,0.044946,0.0124788,1.62631,-635.473,-455.725,290.492,-0.269896,0.00543433,0.00713127,-16.4386,2366.93,1273.16,,,,,,,-0.681356,1.81392,1.43206,-1195.97,-1246.39,552.084
208,0,0.0453438,0.0130076,1.62614,-635.464,-455.706,290.506,-0.271369,0.00586684,0.00747951,-16.4384,2366.85,1273.13,-0.0180913,0.00135272,0.0370566,991.315,-1215.55,734.238,-0.684266,1.81495,1.43232,-1196.04,-1246.47,551.951
209,0,0.0418028,0.0212484,1.6284,-635.45,-455.969,290.728,-0.273001,0.0053471,0.00695384,-16.4347,2366.85,1273.16,-0.0203739,-0.00977735,0.035696,991.916,-1215.1,734.03,-0.682368,1.81461,1.43168,-1195.98,-1246.37,552.003
210,0,0.0450389,0.0133635,1.626,-635.466,-455.885,290.4,-0.272373,0.00551634,0.00710192,-16.4433,2366.89,1273.14,-0.0386831,-0.0366976,0.0318499,992.33,-1215.97,733.713,-0.682252,1.81449,1.43157,-1195.99,-1246.42,551.97
211,0,0.0451157,0.0128804,1.62606,-635.486,-455.729,290.512,-0.271148,0.00552845,0.00710717,-16.4129,2366.94,1273.12,-0.0315281,-0.0314059,0.0597791,994.606,-1216.97,733.531,-0.685498,1.81647,1.43226,-1196.04,-1246.46,551.933
212,0,0.0450815,0.0129156,1.6261,-635.479,-455.717,290.531,-0.279852,0.00244848,0.00584472,-16.2001,2366.43,1273.02,-0.0229935,-0.0294147,0.0814202,996.463,-1217.97,733.028,-0.68029,1.81425,1.43211,-1195.93,-1246.34,552.136
213,0,0.0444287,0.0130605,1.62639,-635.468,-455.797,290.432,-0.264786,0.00553912,0.00734573,-16.42,2367.13,1273.08,-0.0171933,-0.0279071,0.0958726,997.665,-1218.73,732.549,-0.679943,1.81321,1.43093,-1195.94,-1246.39,552.062
214,0,0.0447875,0.0130705,1.62607,-635.471,-455.735,290.506,-0.27255,0.00570663,0.00677869,-16.4375,2366.83,1273.14,-0.0154167,0.00306246,0.0372806,991.315,-1215.48,734.252,-0.683355,1.81514,1.4324,-1195.99,-1246.47,551.989
215,0,0.0423104,0.0205987,1.62836,-635.472,-456.077,290.642,-0.272148,0.00543381,0.00689337,-16.431,2366.85,1273.15,-0.0147918,0.0016048,0.0368623,991.493,-1215.23,734.415,-0.681415,1.81427,1.43217,-1195.96,-1246.38,552.023
216,0,0.0444902,0.013273,1.62626,-635.46,-455.766,290.464,-0.272148,0.00553333,0.0069286,-16.438,2366.85,1273.11,-0.0197145,-0.00757767,0.0363025,991.938,-1215.09,734.003,-0.68277,1.81548,1.4311,-1196.02,-1246.43,551.899
217,0,0.0451712,0.0131264,1.6259,-635.469,-455.723,290.527,-0.270121,0.00561166,0.00723413,-16.4463,2366.94,1273.15,-0.0276015,-0.017743,0.0381184,992.263,-1215.78,734.12,-0.682822,1.81454,1.43286,-1195.99,-1246.43,552.044
218,0,0.0445049,0.013078,1.62639,-635.468,-455.749,290.47,-0.279626,0.00248024,0.00650429,-16.2152,2366.51,1272.95,-0.0278492,-0.0161455,0.0374395,992.157,-1215.66,734.248,-0.679425,1.813,1.4315,-1195.94,-1246.34,552.07
219,0,0.0422149,0.0207176,1.62856,-635.454,-455.965,290.697,-0.270263,0.00535354,0.0071702,-16.4145,2366.98,1273.12,-0.0323749,-0.0277082,0.0367837,992.792,-1215.49,733.754,-0.68425,1.81495,1.43101,-1196,-1246.4,551.973
220,0,0.0447395,0.0129581,1.62641,-635.477,-455.793,290.476,-0.271652,0.00557816,0.00750841,-16.4129,2366.9,1273.11,0.106158,0.109108,0.207462,1001.83,-1221.09,730.145,-0.680931,1.8143,1.43141,-1195.98,-1246.4,551.95
221,0,0.045236,0.012875,1.62608,-635.475,-455.78,290.478,-0.271853,0.00590966,0.00689631,-16.4383,2366.89,1273.13,0.0748738,0.0457225,0.209101,1005.19,-1221.41,729.78,-0.682008,1.81406,1.43292,-1195.99,-1246.39,552.003
222,0,0.0450252,0.0136972,1.62548,-635.472,-455.749,290.472,-0.272206,0.00585376,0.00713046,-16.4763,2366.9,1273.12,0.0612702,0.0337901,0.191144,1003.87,-1220.99,730.219,-0.683098,1.81415,1.43112,-1195.99,-1246.42,551.977
223,0,0.0444154,0.0136746,1.62593,-635.471,-455.735,290.502,-0.268646,0.00557614,0.00704585,-16.4396,2366.96,1273.15,0.0544302,0.0241472,0.20012,1004.69,-1222.11,729.481,-0.680804,1.81429,1.43236,-1195.96,-1246.39,552.067
224,0,0.0451891,0.0126146,1.62631,-635.471,-455.786,290.478,-0.267611,0.00550947,0.0069691,-16.4484,2367.07,1273.15,0.0497536,0.0164844,0.199421,1004.94,-1222.26,729.426,-0.680694,1.81352,1.43201,-1195.95,-1246.38,552.088
225,0,0.0450969,0.0131401,1.62634,-635.492,-455.784,290.493,-0.271247,0.00578629,0.00771917,-16.4333,2366.96,1273.11,0.0448059,0.00910937,0.198792,1005.22,-1222.44,729.337,-0.681831,1.8142,1.43051,-1195.96,-1246.4,551.967
226,0,0.0449867,0.0131552,1.62609,-635.477,-455.774,290.495,-0.272106,0.00576775,0.00756682,-16.4338,2366.91,1273.16,0.0386475,0.000118222,0.198112,1005.53,-1222.58,729.265,-0.682752,1.81501,1.43134,-1195.96,-1246.41,551.973
227,0,0.0446223,0.0132259,1.62644,-635.49,-455.796,290.473,-0.270584,0.00543251,0.00683262,-16.4458,2367,1273.1,0.0357742,-0.00915439,0.199304,1006.1,-1222.55,728.954,-0.681301,1.81379,1.43136,-1195.97,-1246.38,552.005
228,0,0.0445777,0.0132338,1.62607,-635.463,-455.763,290.494,-0.269543,0.00575467,0.00723994,-16.4662,2366.95,1273.14,0.0273326,-0.0183242,0.196534,1006.13,-1222.9,729.174,-0.683241,1.81377,1.43275,-1195.99,-1246.41,552.039
229,0,0.045046,0.0130081,1.62606,-635.46,-455.703,290.52,-0.272079,0.00556098,0.00670213,-16.4324,2366.87,1273.18,-0.0168142,0.00202544,0.0375508,991.332,-1215.51,734.245,-0.679922,1.81325,1.43134,-1195.96,-1246.37,552.033
230,0,0.0450604,0.013297,1.62599,-635.485,-455.788,290.486,-0.271796,0.00573531,0.00762033,-16.4443,2366.89,1273.14,-0.0102716,0.0107532,0.0494163,992.023,-1215.8,734.195,-0.681838,1.81435,1.43151,-1195.99,-1246.42,552.009
