Objects,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,
,,Global Angle PHIL_ROBOT_01:PHIL_ROBOT_01,,,,,,Global Angle TAG_07:TAG_07,,,,,,Global Angle TAG_11:TAG_11,,,,,,Global Angle TAG_12:TAG_12,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1129,0,0.0413857,0.0143992,2.16795,-205.17,722.689,264.428,-0.270923,0.00559478,0.00759509,-16.4352,2366.97,1273.07,-0.016948,0.00186184,0.036992,991.327,-1215.5,734.244,-1.72384,2.23396,1.39491,-1205.52,-1252.34,547.824
1130,0,0.0392572,0.015704,2.18204,-200.815,721.06,264.46,-0.269286,0.00576112,0.00742348,-16.433,2366.96,1273.09,-0.0170068,0.00264278,0.0367301,991.285,-1215.45,734.359,-1.72235,2.23402,1.39762,-1205.49,-1252.35,547.822
1131,0,0.0404666,0.0140356,2.19603,-196.387,719.248,264.472,-0.273787,0.00557171,0.00715211,-16.4218,2366.8,1273.22,-0.0219691,-0.00781487,0.037322,991.821,-1215.5,734.283,-1.72318,2.23498,1.39515,-1205.49,-1252.32,547.852
1132,0,0.04016,0.0152324,2.20871,-191.876,717.384,264.443,-0.000332366,-0.00128228,0.000785804,-16.4755,2378.1,1270.5,-0.0174752,0.00245135,0.0357512,991.238,-1215.37,734.414,-1.72471,2.23507,1.39491,-1205.49,-1252.29,547.894
1133,0,0.0386312,0.0138963,2.22373,-187.555,715.595,264.198,-2.38E-05,0.00132805,0.000746497,-16.7349,2378.29,1270.58,-0.0163126,0.00312213,0.0368877,991.282,-1215.46,734.307,-1.7224,2.23316,1.39741,-1205.5,-1252.38,547.798
1134,0,0.039945,0.0154283,2.23642,-183.149,713.722,264.165,-0.00011749,0.00105024,0.000778414,-16.8144,2378.3,1270.63,-0.0141042,-0.00204836,0.0299918,990.866,-1214.95,734.127,-1.72374,2.23409,1.39619,-1205.5,-1252.34,547.85
1135,0,0.0403239,0.0139112,2.25062,-178.536,711.937,264.154,-0.0149131,0.00114142,0.000245463,-16.7078,2377.35,1270.62,-0.0158232,-0.00395372,0.0530896,992.932,-1215.99,734.049,-1.72391,2.23433,1.39587,-1205.48,-1252.31,547.866
1136,0,0.0383751,0.0160025,2.26595,-174.19,710.284,264.025,-0.0292685,0.00145381,0.00104721,-16.6568,2376.73,1270.81,-0.0127386,-0.00953617,0.0747066,995.12,-1217.28,733.413,-1.72258,2.23413,1.39661,-1205.5,-1252.33,547.853
1137,0,0.0392003,0.0147139,2.27983,-169.734,708.434,263.956,-0.041331,0.00183691,0.00131295,-16.5811,2376.16,1270.93,-0.0103769,-0.0149804,0.0930389,996.936,-1218.34,732.89,-1.72241,2.23483,1.39722,-1205.49,-1252.34,547.884
1138,0,0.0400097,0.0147087,2.2937,-165.121,706.673,264.008,-0.0532546,0.00196124,0.00165601,-16.5552,2375.77,1270.93,-0.0171062,0.00272387,0.0366754,991.285,-1215.46,734.354,-1.72355,2.23409,1.39612,-1205.51,-1252.34,547.815
1139,0,0.0391017,0.0154547,2.30912,-160.667,704.871,263.788,-0.0650483,0.00237472,0.0020132,-16.56,2375.3,1271.02,-0.0217805,-0.00796632,0.0373442,991.812,-1215.53,734.236,-1.72287,2.23491,1.39621,-1205.49,-1252.36,547.862
1140,0,0.0392432,0.014211,2.32388,-156.271,703.049,263.762,-0.0767921,0.0022115,0.00224016,-16.57,2374.79,1271.16,-0.0266196,-0.0151025,0.037434,992.146,-1215.69,734.142,-1.72283,2.23371,1.39757,-1205.49,-1252.3,547.854
1141,0,0.0394896,0.0135912,2.33723,-151.643,701.336,263.845,-0.0884455,0.00272132,0.0025977,-16.5615,2374.17,1271.32,-0.0297145,-0.0242386,0.0369713,992.64,-1215.45,733.751,-1.72261,2.23285,1.39764,-1205.49,-1252.33,547.84
1142,0,0.0402167,0.0135906,2.35238,-147.05,699.606,263.676,-0.10373,0.0031663,0.00272844,-16.5117,2373.58,1271.42,-0.0292004,-0.0181483,0.0373321,992.27,-1215.75,734.234,-1.72339,2.23371,1.39568,-1205.47,-1252.33,547.896
1143,0,0.0398802,0.0137109,2.36568,-142.529,697.697,263.736,-0.118984,0.00340906,0.00299135,-16.4905,2372.93,1271.53,-0.028545,-0.0178135,0.0377473,992.26,-1215.77,734.157,-1.72236,2.23352,1.39849,-1205.51,-1252.34,547.845
1144,0,0.0416487,0.0123165,2.37814,-138.093,695.836,263.667,-0.134259,0.00350701,0.00294562,-16.472,2372.3,1271.6,-0.0171046,0.00174421,0.0373298,991.345,-1215.58,734.2,-1.72248,2.23344,1.39674,-1205.49,-1252.36,547.823
1145,0,0.0393732,0.0128431,2.39179,-133.951,693.91,263.581,-0.149504,0.0035954,0.00368685,-16.4776,2371.65,1271.82,-0.0275836,-0.0146089,0.0358656,992.021,-1215.6,734.285,-1.72489,2.23409,1.39481,-1205.48,-1252.31,547.853
1146,0,0.0402121,0.0115488,2.4045,-130.002,692.024,263.468,-0.161151,0.00385682,0.00404412,-16.4663,2371.2,1271.97,-0.0381259,-0.035862,0.0314547,992.269,-1215.91,733.747,-1.72433,2.23432,1.39704,-1205.47,-1252.33,547.899
1147,0,0.0434843,0.0119048,2.41717,-126.129,690.188,263.442,-0.172994,0.0041325,0.004626,-16.4611,2370.67,1272.1,,,,,,,-1.7231,2.23365,1.39609,-1205.5,-1252.32,547.853
1148,0,0.0403337,0.0122075,2.42786,-122.448,688.284,263.275,-0.184795,0.00463359,0.00509829,-16.4445,2370.24,1272.19,,,,,,,-1.72229,2.2338,1.39718,-1205.51,-1252.33,547.849
1149,0,0.039945,0.0110006,2.4405,-118.856,686.407,263.134,-0.194392,0.00469173,0.00505465,-16.4113,2369.78,1272.24,,,,,,,-1.72179,2.23442,1.39643,-1205.5,-1252.36,547.784
1150,0,0.0409571,0.00904019,2.45244,-115.544,684.395,263.208,-0.204878,0.0050048,0.0056257,-16.4702,2369.44,1272.37,,,,,,,-1.72224,2.23404,1.39825,-1205.51,-1252.37,547.83
1151,0,0.0287356,0.0116334,2.46122,-112.104,682.474,262.859,-0.215427,0.00439415,0.00532743,-16.4506,2368.98,1272.48,,,,,,,-1.72173,2.2326,1.39781,-1205.5,-1252.27,547.893
1152,0,0.0525086,0.0103218,2.47568,-109.463,680.172,263.206,-0.222706,0.00481176,0.00558988,-16.4483,2368.74,1272.57,,,,,,,-1.72391,2.23558,1.39536,-1205.47,-1252.34,547.884
1153,0,0.0553694,0.00680932,2.48647,-106.499,677.932,263.193,-0.229818,0.00521367,0.00640316,-16.4099,2368.5,1272.66,-0.0175821,0.00152566,0.0372103,991.31,-1215.57,734.259,-1.72363,2.23395,1.39599,-1205.5,-1252.35,547.854
1154,0,0.0524042,0.00877868,2.49727,-103.795,675.882,263.25,-0.236816,0.00547092,0.0071346,-16.4098,2368.22,1272.75,-0.0172284,0.00155559,0.0376041,991.328,-1215.58,734.253,-1.72356,2.23332,1.39629,-1205.49,-1252.31,547.884
1155,0,0.049863,0.00681967,2.50669,-100.995,673.705,263.049,-0.243468,0.00545286,0.00698344,-16.3954,2367.98,1272.75,-0.0241119,-0.0102358,0.036902,991.913,-1215.57,734.253,-1.72148,2.23396,1.39723,-1205.5,-1252.38,547.798
1156,0,0.0462178,0.00987446,2.51327,-98.4136,671.826,262.715,-0.251659,0.00515826,0.00653445,-16.4554,2367.63,1272.87,-0.0199014,-0.00577828,0.0288508,990.749,-1215.26,734.033,-1.72268,2.23243,1.39707,-1205.48,-1252.32,547.891
1157,0,0.0422221,0.00865459,2.52227,-96.1091,669.522,262.63,-0.257305,0.00498698,0.00597672,-16.4765,2367.43,1272.97,-0.0190672,0.000617476,0.0349483,991.393,-1215.17,734.219,-1.72424,2.2347,1.39636,-1205.47,-1252.35,547.934
1158,0,0.0424146,0.00819282,2.53067,-93.8174,667.214,262.625,-0.261913,0.0055118,0.00666919,-16.4592,2367.24,1272.99,,,,,,,-1.72215,2.23389,1.39616,-1205.5,-1252.37,547.838
1159,0,0.0413716,0.00834983,2.54008,-91.7887,664.879,262.537,-0.268434,0.00586649,0.00744895,-16.4066,2366.99,1273.11,-0.019047,0.00138914,0.0356196,991.25,-1215.47,734.365,-1.72319,2.23374,1.39692,-1205.49,-1252.33,547.861
1160,0,0.047744,0.00857396,2.54807,-89.7626,662.451,262.527,-0.27198,0.00581067,0.00728223,-16.4189,2366.92,1273.12,-0.0261263,-0.0127125,0.0360439,991.975,-1215.54,734.302,-1.72314,2.23327,1.39692,-1205.52,-1252.31,547.866
1161,0,0.0395505,0.00883714,2.55641,-88.1105,660.023,262.538,-0.272043,0.00544852,0.00638875,-16.4166,2366.85,1273.14,-0.0280019,-0.0157633,0.0363684,992.068,-1215.69,734.254,-1.72183,2.23272,1.39769,-1205.48,-1252.36,547.836
1162,0,0.0461827,0.00717281,2.56393,-86.3635,657.592,262.498,-0.267713,0.00550901,0.00706165,-16.4695,2367.1,1273.09,-0.0275378,-0.015662,0.037377,992.149,-1215.69,734.241,-1.72413,2.23464,1.39683,-1205.48,-1252.33,547.905
1163,0,0.0435771,0.0108386,2.57169,-84.9094,655.097,262.454,-0.269241,0.00564295,0.00740722,-16.4786,2367.03,1273.1,-0.0321949,-0.0269612,0.0368938,992.738,-1215.5,733.781,-1.72278,2.23408,1.3949,-1205.47,-1252.31,547.872
1164,0,0.0407665,0.00981009,2.57932,-83.6948,652.385,262.505,-0.271156,0.00585389,0.00737111,-16.4474,2366.95,1273.09,-0.0291277,-0.0179096,0.0372954,992.259,-1215.75,734.184,-1.72142,2.23326,1.39775,-1205.5,-1252.34,547.863
1165,0,0.0430285,0.0115293,2.58531,-82.5344,649.563,262.48,-0.269497,0.00560652,0.00708754,-16.4157,2366.95,1273.11,-0.0187674,-0.00515315,0.0293315,990.793,-1215.27,733.978,-1.7228,2.2343,1.39648,-1205.48,-1252.37,547.85
1166,0,0.044438,0.0118852,2.59155,-81.5281,646.582,262.513,-0.272152,0.00547632,0.00711058,-16.4154,2366.94,1273.13,-0.0209486,-0.0387554,0.0864235,997.774,-1217.43,733.415,-1.72413,2.23298,1.39481,-1205.48,-1252.34,547.902
1167,0,0.0426366,0.0124239,2.59667,-80.7894,643.273,262.504,-0.267792,0.0054933,0.00714617,-16.4326,2367.06,1273.07,-0.0132457,-0.0332236,0.0992028,998.614,-1218.14,732.853,-1.72378,2.2339,1.39647,-1205.49,-1252.38,547.864
1168,0,0.0438817,0.0116506,2.60247,-80.2447,639.872,262.448,-0.269251,0.00563592,0.00714853,-16.4545,2366.96,1273.15,-0.00240957,-0.0232951,0.133926,1000.78,-1220.38,731.555,-1.72278,2.23285,1.39642,-1205.48,-1252.31,547.885
1169,0,0.0411491,0.0128728,2.60785,-79.9328,636.223,262.355,-0.27197,0.00572739,0.00697827,-16.4301,2366.91,1273.08,-0.00407571,-0.0194703,0.121783,999.596,-1219.86,731.939,-1.72545,2.2349,1.39399,-1205.49,-1252.33,547.865
1170,0,0.042907,0.0130389,2.61126,-79.8049,632.377,262.307,-0.273875,0.00569304,0.00728826,-16.4406,2366.85,1273.11,,,,,,,-1.72203,2.23307,1.39746,-1205.49,-1252.38,547.838
1171,0,0.0460176,0.0124728,2.61583,-79.9079,628.334,262.172,-0.271194,0.0056867,0.00761849,-16.4002,2366.9,1273.12,,,,,,,-1.72178,2.23358,1.39577,-1205.47,-1252.31,547.868
1172,0,0.0471521,0.0117075,2.61921,-80.2404,624.052,262.016,-0.269405,0.00543373,0.00675777,-16.4107,2366.99,1273.09,,,,,,,-1.72315,2.23397,1.39462,-1205.48,-1252.31,547.882
1173,0,0.0440447,0.0116035,2.62223,-80.8471,619.501,261.966,-0.270666,0.005535,0.00698345,-16.4671,2366.91,1273.13,,,,,,,-1.72141,2.23275,1.39663,-1205.49,-1252.32,547.844
1174,0,0.0424648,0.0116095,2.62504,-81.7874,614.852,261.897,-0.269956,0.00557989,0.00695543,-16.4555,2366.94,1273.13,,,,,,,-1.72391,2.23464,1.3958,-1205.48,-1252.32,547.857
1175,0,0.0446422,0.0115965,2.62644,-83.047,610.126,261.849,-0.272259,0.00573769,0.00681372,-16.4297,2366.88,1273.12,,,,,,,-1.72264,2.23387,1.39595,-1205.49,-1252.37,547.86
1176,0,0.0476222,0.0112259,2.62793,-84.4055,605.302,261.779,-0.272564,0.0057337,0.00707797,-16.4326,2366.89,1273.11,,,,,,,-1.72327,2.23378,1.39526,-1205.49,-1252.38,547.854
1177,0,0.0447358,0.0099978,2.62848,-85.9952,600.295,261.828,-0.269832,0.00557562,0.00660338,-16.4428,2366.98,1273.09,,,,,,,-1.72285,2.23419,1.39528,-1205.49,-1252.31,547.882
1178,0,0.0429978,0.0116539,2.62898,-87.9162,595.135,261.842,-0.269134,0.00551076,0.00695649,-16.4229,2366.95,1273.12,,,,,,,-1.72283,2.23269,1.39592,-1205.49,-1252.29,547.857
1179,0,0.0468278,0.0108125,2.62901,-89.8349,589.87,261.739,-0.269871,0.00571674,0.00724191,-16.4534,2366.94,1273.1,,,,,,,-1.7226,2.23403,1.39598,-1205.48,-1252.35,547.865
1180,0,0.0429291,0.012013,2.62915,-91.8321,584.524,261.747,-0.272621,0.0055006,0.00690232,-16.454,2366.86,1273.13,,,,,,,-1.72319,2.23492,1.39556,-1205.48,-1252.35,547.87
1181,0,0.0462248,0.0134013,2.62947,-93.9467,579.201,261.783,-0.272974,0.00555751,0.00688287,-16.4402,2366.88,1273.13,,,,,,,-1.72118,2.23406,1.39684,-1205.48,-1252.34,547.839
1182,0,0.0459145,0.0135989,2.62882,-96.0686,573.721,261.781,-0.270901,0.00589314,0.00783295,-16.4365,2366.89,1273.11,,,,,,,-1.72159,2.23325,1.3966,-1205.48,-1252.39,547.84
1183,0,0.0472766,0.0153917,2.63013,-98.1145,568.157,261.892,-0.27256,0.00539476,0.00662299,-16.3998,2366.85,1273.16,,,,,,,-1.7217,2.23341,1.39474,-1205.46,-1252.3,547.878
1184,0,0.0458979,0.0147447,2.62873,-100.408,562.329,262.032,-0.269542,0.00571009,0.00716254,-16.4276,2366.94,1273.1,,,,,,,-1.72339,2.23395,1.39729,-1205.49,-1252.34,547.887
1185,0,0.0467238,0.0167286,2.62804,-102.514,556.463,261.933,-0.272101,0.00553402,0.00691966,-16.4594,2366.9,1273.13,,,,,,,-1.72096,2.23346,1.39796,-1205.47,-1252.34,547.878
1186,0,0.0447165,0.0168911,2.62837,-104.675,550.469,262.092,-0.272956,0.00549175,0.00744192,-16.4435,2366.92,1273.09,,,,,,,-1.72444,2.23464,1.39504,-1205.49,-1252.33,547.825
1187,0,0.0417937,0.0169238,2.62801,-107.074,544.434,262.046,-0.271539,0.00576623,0.00727345,-16.4482,2366.9,1273.14,,,,,,,-1.72204,2.23376,1.39748,-1205.5,-1252.34,547.846
1188,0,0.0455065,0.0162387,2.6276,-109.335,538.087,262.169,-0.268824,0.0056736,0.00718941,-16.4313,2366.99,1273.13,,,,,,,-1.72107,2.23413,1.39713,-1205.48,-1252.32,547.846
1189,0,0.0415388,0.0149897,2.62817,-111.805,531.941,262.216,-0.27022,0.00569308,0.00763363,-16.4055,2366.97,1273.11,,,,,,,-1.72319,2.23478,1.39561,-1205.47,-1252.35,547.879
1190,0,0.0476111,0.0141599,2.62861,-114.211,525.433,262.33,-0.269434,0.00564709,0.00730249,-16.4496,2366.96,1273.13,,,,,,,-1.72172,2.23321,1.39765,-1205.5,-1252.32,547.846
1191,0,0.0431867,0.0160755,2.62849,-116.655,518.937,262.368,-0.272936,0.00578904,0.00724509,-16.4313,2366.92,1273.08,,,,,,,-1.72221,2.23392,1.39694,-1205.46,-1252.36,547.856
1192,0,0.0460976,0.0164578,2.62762,-119.191,512.354,262.541,-0.27245,0.00566262,0.00674321,-16.4399,2366.88,1273.1,,,,,,,-1.72426,2.23484,1.39593,-1205.49,-1252.37,547.854
1193,0,0.0465984,0.0186659,2.62846,-121.754,505.618,262.572,-0.269501,0.00545446,0.00728941,-16.4277,2367.02,1273.09,,,,,,,-1.72153,2.23405,1.39721,-1205.49,-1252.36,547.847
1194,0,0.0457245,0.0162784,2.62906,-124.362,498.69,262.603,-0.270246,0.00568311,0.00681245,-16.4295,2366.95,1273.14,,,,,,,-1.72254,2.2342,1.39735,-1205.48,-1252.36,547.88
1195,0,0.0436226,0.0183836,2.6297,-126.938,491.847,262.715,-0.272642,0.00539043,0.00694971,-16.4328,2366.87,1273.12,,,,,,,-1.72358,2.23428,1.39468,-1205.48,-1252.34,547.889
1196,0,0.0441933,0.0175114,2.62865,-129.566,484.815,262.835,-0.270127,0.00568933,0.00700445,-16.4367,2367.01,1273.1,,,,,,,-1.72277,2.23436,1.39656,-1205.47,-1252.35,547.865
1197,0,0.0477309,0.0178344,2.62893,-132.244,477.61,262.869,-0.271403,0.00577718,0.00756505,-16.4459,2366.99,1273.05,,,,,,,-1.72309,2.23471,1.39555,-1205.48,-1252.36,547.836
1198,0,0.0461824,0.018418,2.62774,-135.023,470.451,262.994,-0.272864,0.00554128,0.00664821,-16.4355,2366.84,1273.14,-0.0164235,0.00263055,0.0370086,991.304,-1215.48,734.3,-1.72477,2.23465,1.39384,-1205.47,-1252.36,547.849
1199,0,0.046668,0.0203263,2.62895,-137.821,463.081,263.129,-0.268917,0.00559822,0.00729703,-16.4427,2366.97,1273.11,-0.0194424,-0.00840363,0.0366847,991.976,-1215.1,733.967,-1.72385,2.23358,1.39615,-1205.5,-1252.34,547.874
1200,0,0.0438775,0.0177755,2.62854,-140.739,455.766,263.159,-0.274221,0.00547777,0.0076685,-16.3993,2366.85,1273.12,-0.0284608,-0.017926,0.037764,992.243,-1215.78,734.163,-1.72218,2.23392,1.39521,-1205.47,-1252.34,547.871
1201,0,0.0490098,0.0206969,2.62846,-143.588,448.193,263.252,-0.271405,0.00563178,0.00723532,-16.4282,2366.94,1273.15,-0.0187001,-0.00403127,0.0303298,990.823,-1215.27,734.068,-1.72443,2.23335,1.39684,-1205.5,-1252.34,547.892
1202,0,0.0429572,0.019123,2.62781,-146.519,440.532,263.2,-0.271317,0.00575237,0.00735766,-16.4408,2366.96,1273.08,-0.027823,-0.0176075,0.0379085,992.27,-1215.79,734.123,-1.7219,2.23351,1.39836,-1205.49,-1252.33,547.855
1203,0,0.0431531,0.019551,2.62855,-149.369,432.935,263.204,-0.272876,0.00585126,0.00747702,-16.4423,2366.88,1273.11,-0.0296339,-0.0191186,0.0375648,992.336,-1215.82,734.132,-1.72306,2.23499,1.39315,-1205.47,-1252.37,547.822
1204,0,0.048112,0.0191864,2.62766,-152.243,425.108,262.996,-0.271275,0.00537719,0.00732689,-16.4152,2366.94,1273.11,,,,,,,-1.72274,2.23485,1.39647,-1205.48,-1252.33,547.891
1205,0,0.0415172,0.0189237,2.62756,-155.311,417.193,263.151,-0.26985,0.00558096,0.00709757,-16.4344,2366.97,1273.12,,,,,,,-1.72341,2.23407,1.39728,-1205.48,-1252.33,547.894
1206,0,0.0463692,0.0195631,2.62856,-158.311,409.391,262.987,-0.270045,0.00583585,0.00766546,-16.4141,2366.97,1273.11,,,,,,,-1.72418,2.23488,1.39296,-1205.46,-1252.37,547.858
1207,0,0.0465899,0.0194378,2.62829,-161.191,401.47,263.241,-0.270467,0.00575015,0.00751125,-16.4384,2366.97,1273.12,,,,,,,-1.72467,2.23458,1.39619,-1205.5,-1252.34,547.866
1208,0,0.045946,0.0205076,2.62729,-164.393,393.501,263.242,-0.274381,0.00596888,0.00724942,-16.4371,2366.8,1273.15,,,,,,,-1.72244,2.23425,1.39699,-1205.49,-1252.39,547.839
1209,0,0.0452577,0.0203874,2.62787,-167.386,385.514,263.314,-0.272305,0.0057402,0.00733715,-16.454,2366.94,1273.07,,,,,,,-1.72229,2.23403,1.39542,-1205.47,-1252.35,547.844
1210,0,0.0455445,0.021562,2.62633,-170.527,377.354,263.304,-0.270658,0.00573877,0.00742421,-16.4523,2366.92,1273.15,,,,,,,-1.72297,2.23361,1.39614,-1205.5,-1252.31,547.873
1211,0,0.0435167,0.0210683,2.62796,-173.715,369.314,263.503,-0.27013,0.00575668,0.00712633,-16.4642,2367,1273.1,,,,,,,-1.72134,2.23334,1.39749,-1205.47,-1252.35,547.873
1212,0,0.0419899,0.0242079,2.62642,-176.777,361.093,263.43,-0.273383,0.00573376,0.00743763,-16.4211,2366.93,1273.1,,,,,,,-1.72377,2.23341,1.39413,-1205.48,-1252.32,547.85
1213,0,0.0472228,0.0132666,2.63059,-183.082,375.793,278.946,-0.269947,0.00568638,0.00668299,-16.4391,2366.96,1273.12,-0.0180289,0.00222705,0.0365033,991.309,-1215.48,734.333,-1.722,2.23467,1.39637,-1205.49,-1252.33,547.841
1214,0,0.0421789,0.0143659,2.62979,-186.268,368.117,279.34,-0.269317,0.00575123,0.00750472,-16.4367,2367.01,1273.08,,,,,,,-1.72207,2.2341,1.39675,-1205.48,-1252.37,547.839
1215,0,0.0436242,0.011883,2.63035,-189.294,359.632,279.473,-0.271503,0.00561181,0.00739995,-16.4203,2366.86,1273.14,,,,,,,-1.72351,2.23439,1.39518,-1205.48,-1252.33,547.88
1216,0,0.0604623,0.0223323,2.63055,-189.73,327.679,263.955,-0.270056,0.0057462,0.00726683,-16.4429,2367.01,1273.1,-0.0188798,-0.00367127,0.0304253,990.838,-1215.27,734.115,-1.72256,2.2329,1.39577,-1205.49,-1252.34,547.872
1217,0,0.0502508,0.0215627,2.62998,-192.892,319.494,264.156,-0.271445,0.00572414,0.00702962,-16.4491,2366.94,1273.13,-0.0309464,-0.0464288,-0.00373858,988.637,-1213.03,732.426,-1.72285,2.23439,1.39761,-1205.52,-1252.36,547.813
1218,0,0.0578212,0.0220166,2.63101,-195.897,311.229,264.239,-0.27157,0.00584103,0.00758068,-16.419,2366.89,1273.11,,,,,,,-1.72248,2.23388,1.39562,-1205.48,-1252.35,547.856
1219,0,0.0526653,0.0235152,2.63035,-199.175,303.212,264.441,-0.270614,0.0057637,0.00705149,-16.44,2366.95,1273.11,,,,,,,-1.7237,2.23384,1.39725,-1205.5,-1252.35,547.866
1220,0,0.0568853,0.0221083,2.63043,-202.215,294.954,264.463,-0.272566,0.00578577,0.00653331,-16.4461,2366.87,1273.12,,,,,,,-1.7232,2.23346,1.3959,-1205.48,-1252.34,547.829
1221,0,0.0534821,0.0281503,2.6311,-205.526,286.865,264.678,-0.266096,0.00549042,0.00721379,-16.45,2367.06,1273.08,,,,,,,-1.72266,2.23384,1.39623,-1205.48,-1252.31,547.894
1222,0,0.0418879,0.0142677,2.63317,-211.085,302.568,279.771,-0.270509,0.00572789,0.0070606,-16.4428,2366.92,1273.17,-0.0170144,0.00247561,0.0367792,991.283,-1215.45,734.368,-1.72302,2.23357,1.3972,-1205.48,-1252.31,547.905
1223,0,0.034779,0.0213149,2.63158,-214.34,294.496,280.235,-0.273683,0.00569256,0.0072247,-16.4152,2366.91,1273.08,-0.0185273,0.00189036,0.0366852,991.3,-1215.56,734.338,-1.72294,2.23445,1.39466,-1205.45,-1252.36,547.836
1224,0,0.0487517,0.0171106,2.63176,-217.614,286.072,280.272,-0.269391,0.00597964,0.00733143,-16.4332,2366.97,1273.12,-0.0168941,0.00160689,0.037465,991.318,-1215.57,734.208,-1.72255,2.23358,1.39886,-1205.49,-1252.35,547.867
1225,0,0.0417125,0.0226912,2.63099,-220.642,277.568,280.176,-0.273993,0.00552554,0.00730565,-16.4264,2366.85,1273.1,-0.022638,-0.0101621,0.0377077,991.933,-1215.58,734.169,-1.72326,2.2344,1.39453,-1205.48,-1252.34,547.84
1226,0,0.0371417,0.014427,2.6319,-224.105,269.243,280.39,-0.265507,0.00555555,0.00680926,-16.4778,2367.09,1273.09,-0.0278351,-0.0166001,0.0373092,992.174,-1215.69,734.16,-1.72279,2.233,1.39866,-1205.49,-1252.36,547.84
1227,0,0.0399833,0.0209179,2.63192,-226.723,260.85,280.325,-0.271109,0.00562642,0.00721274,-16.4402,2366.89,1273.12,-0.0234512,-0.0179093,0.0589765,994.093,-1216.66,733.772,-1.72241,2.23294,1.39533,-1205.47,-1252.31,547.862
1228,0,0.0473743,0.0182511,2.63231,-230.158,252.49,280.466,-0.267082,0.00583475,0.00737769,-16.4464,2367.05,1273.1,,,,,,,-1.72109,2.23322,1.40034,-1205.49,-1252.32,547.863
1229,0,0.0445383,0.0221657,2.63143,-233.316,244.174,280.368,-0.275331,0.00578655,0.00753339,-16.406,2366.85,1273.09,,,,,,,-1.7225,2.23266,1.39494,-1205.47,-1252.35,547.803
1230,0,0.0447478,0.0210322,2.63241,-236.631,235.73,280.104,-0.270928,0.00570389,0.0069567,-16.4646,2366.98,1273.1,,,,,,,-1.7238,2.23469,1.3957,-1205.47,-1252.31,547.888
1231,0,0.0458695,0.0321881,2.63043,-236.936,202.756,264.987,-0.272386,0.00529603,0.00709479,-16.4516,2366.92,1273.13,-0.0164854,0.00249308,0.0369704,991.316,-1215.43,734.256,-1.72183,2.23308,1.39691,-1205.49,-1252.33,547.827
1232,0,0.0447728,0.0307149,2.63047,-240.14,194.441,264.774,-0.269989,0.00571692,0.00758566,-16.4356,2366.92,1273.17,-0.0237158,-0.00877284,0.0362207,991.719,-1215.48,734.364,-1.7239,2.23437,1.39583,-1205.5,-1252.34,547.873
1233,0,0.0449699,0.0349027,2.62962,-243.137,186.191,264.899,-0.272899,0.00546439,0.00721912,-16.4273,2366.82,1273.18,-0.0275226,-0.0160158,0.0371377,992.182,-1215.7,734.239,-1.72576,2.23403,1.39369,-1205.46,-1252.35,547.901
1234,0,0.0456578,0.0301664,2.63093,-246.271,178.03,264.964,-0.272326,0.00592229,0.00755742,-16.4327,2366.87,1273.1,-0.0191773,0.00122275,0.0356283,991.232,-1215.52,734.323,-1.72144,2.23353,1.3956,-1205.51,-1252.38,547.801
1235,0,0.0478391,0.0334528,2.63032,-249.17,169.882,264.821,-0.271235,0.00581768,0.00722428,-16.4428,2366.94,1273.08,-0.0158599,-0.0337443,0.092725,998.234,-1217.64,733.265,-1.72097,2.23367,1.39757,-1205.5,-1252.36,547.842
1236,0,0.0488386,0.0298798,2.63123,-252.209,162.003,264.844,-0.269622,0.00568804,0.00687509,-16.4415,2366.96,1273.09,-0.00318463,-0.0249099,0.130121,1000.54,-1220.27,731.529,-1.72312,2.23436,1.39634,-1205.49,-1252.33,547.864
1237,0,0.0466866,0.0336854,2.63146,-255.022,154.291,265.066,-0.27033,0.00554038,0.00694653,-16.4678,2367.01,1273.12,-0.00541419,-0.0203402,0.120462,999.559,-1219.82,732.014,-1.72285,2.23275,1.39722,-1205.49,-1252.32,547.856
1238,0,0.0455157,0.0318809,2.63258,-257.873,146.57,264.956,-0.27054,0.00573573,0.007218,-16.4101,2366.97,1273.16,-0.00690742,-0.021018,0.116067,999.2,-1219.64,732.08,-1.72389,2.23422,1.39563,-1205.48,-1252.33,547.901
1239,0,0.0502412,0.0343379,2.63319,-260.545,139.135,265.124,-0.271385,0.00552296,0.00685032,-16.4222,2366.95,1273.13,-0.00748845,-0.0222422,0.116917,999.335,-1219.73,732.025,-1.72402,2.2343,1.39542,-1205.48,-1252.32,547.864
1240,0,0.0552128,0.0285193,2.64307,-262.453,131.581,264.825,-0.271975,0.00566665,0.00672296,-16.4207,2367.01,1273.05,-0.00657273,-0.0225313,0.119207,999.554,-1219.87,731.958,-1.72384,2.23505,1.39539,-1205.5,-1252.37,547.815
