left_ticks,right_ticks,time_s,time_ns
17391,19021,1521301143,549728960
17411,19091,1521301143,573682436
17411,19091,1521301143,597727155
17475,19302,1521301143,621681870
17475,19302,1521301143,641708715
17496,19371,1521301143,665702655
17496,19371,1521301143,689701507
17564,19583,1521301143,713696158
17564,19583,1521301143,737705775
17624,19792,1521301143,765669328
17646,19864,1521301143,797689090
17646,19864,1521301143,821728228
17706,20075,1521301143,845726331
17706,20075,1521301143,869711136
17706,20075,1521301143,893712019
17767,20286,1521301143,917727910
17767,20286,1521301143,941741427
17826,20497,1521301143,965769743
17826,20497,1521301143,989718835
17826,20497,1521301144,13717871
17889,20709,1521301144,37713377
17889,20709,1521301144,61714815
17947,20918,1521301144,85710715
17947,20918,1521301144,109692328
17947,20918,1521301144,133713621
18009,21127,1521301144,157708931
18009,21127,1521301144,181717291
18068,21340,1521301144,205698820
18068,21340,1521301144,229751194
18068,21340,1521301144,257709245
18131,21550,1521301144,281711245
18131,21550,1521301144,305699958
18190,21759,1521301144,329715551
18190,21759,1521301144,353713957
18190,21759,1521301144,377709877
18251,21971,1521301144,401707331
18251,21971,1521301144,425714682
18251,21971,1521301144,453743129
18251,21971,1521301144,477697393
18350,22325,1521301144,501715071
18350,22325,1521301144,525709636
18411,22540,1521301144,549710075
18411,22540,1521301144,573719485
18411,22540,1521301144,597696357
18468,22753,1521301144,621691956
18468,22753,1521301144,645723862
18530,22967,1521301144,669724149
18550,23039,1521301144,693709373
18550,23039,1521301144,721691149
18606,23248,1521301144,745742350
18606,23248,1521301144,769705513
18606,23248,1521301144,793710784
18659,23448,1521301144,817699261
18680,23518,1521301144,841705966
18680,23518,1521301144,865744893
18742,23732,1521301144,889703226
18763,23803,1521301144,913750042
18763,23803,1521301144,937698309
18822,24015,1521301144,965738487
18842,24086,1521301144,997694447
18842,24086,1521301145,29701177
18899,24295,1521301145,57721217
18899,24295,1521301145,81712055
18956,24508,1521301145,105700554
18956,24508,1521301145,133710861
19014,24716,1521301145,157713319
19034,24788,1521301145,181714064
19034,24788,1521301145,213001277
19034,24788,1521301145,233733945
19095,25000,1521301145,257695873
19095,25000,1521301145,281715490
19151,25211,1521301145,305729540
19151,25211,1521301145,329751352
19151,25211,1521301145,353727311
19210,25424,1521301145,377681497
19210,25424,1521301145,401731852
19268,25639,1521301145,425709681
19268,25639,1521301145,449714148
19268,25639,1521301145,473696957
19334,25842,1521301145,497715186
19334,25842,1521301145,521682163
19414,26032,1521301145,545710014
19414,26032,1521301145,569711203
19414,26032,1521301145,593707694
19515,26205,1521301145,617710448
19515,26205,1521301145,641709901
19638,26359,1521301145,665765117
19638,26359,1521301145,689773105
19638,26359,1521301145,713695811
19773,26496,1521301145,741709502
19773,26496,1521301145,765697308
19926,26618,1521301145,789712408
19926,26618,1521301145,813713538
19926,26618,1521301145,837682841
20096,26722,1521301145,861705042
20096,26722,1521301145,881727700
20281,26813,1521301145,905697470
20281,26813,1521301145,929713680
20281,26813,1521301145,957733527
20475,26893,1521301145,985696621
20475,26893,1521301146,5716839
20672,26968,1521301146,33730182
20737,26992,1521301146,57709256
20737,26992,1521301146,81715276
20931,27067,1521301146,105708528
20931,27067,1521301146,129705426
20931,27067,1521301146,153694833
21125,27147,1521301146,181739762
21125,27147,1521301146,205701057
21319,27226,1521301146,233712761
21319,27226,1521301146,261670444
21517,27303,1521301146,289692764
21583,27329,1521301146,313786044
21583,27329,1521301146,345709737
21779,27406,1521301146,369729578
21779,27406,1521301146,393710200
21974,27485,1521301146,417710422
22039,27511,1521301146,441699208
22039,27511,1521301146,465698641
22039,27511,1521301146,489736492
22302,27616,1521301146,517719044
22302,27616,1521301146,541714939
22302,27616,1521301146,565716243
22496,27692,1521301146,589696669
22562,27717,1521301146,617764876
22562,27717,1521301146,641706056
22760,27794,1521301146,665715897
22826,27818,1521301146,693707656
22826,27818,1521301146,721698924
23026,27895,1521301146,745722007
23026,27895,1521301146,769704898
23026,27895,1521301146,793715753
23294,27991,1521301146,817710432
23294,27991,1521301146,841696551
23294,27991,1521301146,865716514
23491,28067,1521301146,893716393
23491,28067,1521301146,917718096
23691,28143,1521301146,941709269
23691,28143,1521301146,965728036
23691,28143,1521301146,989706506
23892,28219,1521301147,17714155
23892,28219,1521301147,41697534
24094,28288,1521301147,61771631
24094,28288,1521301147,85701633
24094,28288,1521301147,109698682
24293,28366,1521301147,133700583
24293,28366,1521301147,161710733
24491,28441,1521301147,189703923
24491,28441,1521301147,213697742
24694,28514,1521301147,237699133
24694,28514,1521301147,261700968
24694,28514,1521301147,293701218
24898,28585,1521301147,317694452
24898,28585,1521301147,341724193
25096,28656,1521301147,369703471
25096,28656,1521301147,393670692
25294,28727,1521301147,417702710
25294,28727,1521301147,441706260
25294,28727,1521301147,465708586
25498,28798,1521301147,493710644
25498,28798,1521301147,517729610
25703,28871,1521301147,541716168
25703,28871,1521301147,565740865
25703,28871,1521301147,593727911
25904,28941,1521301147,621698021
25904,28941,1521301147,641725589
26109,29013,1521301147,665704922
26109,29013,1521301147,689696498
26313,29085,1521301147,713706742
26382,29108,1521301147,741730002
26382,29108,1521301147,769710281
26382,29108,1521301147,793711487
26586,29181,1521301147,817708625
26586,29181,1521301147,841722851
26788,29254,1521301147,865705129
26788,29254,1521301147,889709353
26994,29327,1521301147,913732731
26994,29327,1521301147,933776512
27061,29350,1521301147,957722096
27061,29350,1521301147,981713443
27267,29421,1521301148,5703054
27267,29421,1521301148,29710400
27473,29491,1521301148,57709961
27473,29491,1521301148,81715997
27473,29491,1521301148,105726405
27676,29563,1521301148,129713597
27746,29586,1521301148,153697649
27746,29586,1521301148,177706127
27953,29659,1521301148,201739099
28022,29682,1521301148,229709344
28022,29682,1521301148,253683009
28230,29755,1521301148,281729245
28298,29778,1521301148,309712730
28298,29778,1521301148,333713372
28503,29851,1521301148,357713219
28503,29851,1521301148,381716540
28503,29851,1521301148,409710029
28710,29921,1521301148,433747782
28779,29946,1521301148,457716156
28779,29946,1521301148,481711354
28986,30018,1521301148,509688194
28986,30018,1521301148,533713310
29191,30087,1521301148,557701191
29191,30087,1521301148,581710307
29191,30087,1521301148,605719429
29397,30163,1521301148,629710196
29397,30163,1521301148,653698223
29602,30234,1521301148,677712192
29602,30234,1521301148,701702676
29602,30234,1521301148,721723564
29806,30303,1521301148,745745066
29806,30303,1521301148,769695657
30015,30377,1521301148,793690021
30015,30377,1521301148,817702259
30015,30377,1521301148,845702987
30218,30446,1521301148,869682464
30218,30446,1521301148,893720928
30426,30515,1521301148,917723570
30426,30515,1521301148,941714353
30426,30515,1521301148,965714309
30634,30584,1521301148,989732903
30634,30584,1521301149,17772608
30838,30654,1521301149,45694632
30838,30654,1521301149,69680080
31045,30723,1521301149,93710397
31045,30723,1521301149,117711237
31045,30723,1521301149,141701520
31257,30800,1521301149,165709545
31257,30800,1521301149,189765091
31461,30875,1521301149,213714736
31461,30875,1521301149,241715262
31461,30875,1521301149,265708695
31665,30947,1521301149,289701786
31736,30972,1521301149,313732106
31736,30972,1521301149,337715215
31942,31044,1521301149,361711181
32011,31066,1521301149,385716908
32011,31066,1521301149,409701776
32216,31136,1521301149,433716203
32216,31136,1521301149,457713176
32216,31136,1521301149,485727963
32421,31201,1521301149,509703448
32490,31224,1521301149,533769596
32490,31224,1521301149,557783379
32698,31291,1521301149,581711428
32767,31313,1521301149,605710259
32767,31313,1521301149,633736840
32973,31379,1521301149,657713453
33043,31401,1521301149,677739495
33043,31401,1521301149,701710382
33043,31401,1521301149,725709250
33250,31467,1521301149,749715282
33250,31467,1521301149,777698820
33459,31535,1521301149,801705102
33459,31535,1521301149,825702612
33666,31602,1521301149,849699220
33736,31623,1521301149,877771529
33736,31623,1521301149,905708588
33736,31623,1521301149,929694003
33941,31694,1521301149,953687994
33941,31694,1521301149,977701295
34149,31767,1521301150,1712962
34149,31767,1521301150,25701521
34356,31837,1521301150,49714653
34424,31861,1521301150,73720670
34424,31861,1521301150,97723472
34424,31861,1521301150,125703589
34631,31930,1521301150,153702750
34631,31930,1521301150,177727583
34836,31999,1521301150,201711574
34836,31999,1521301150,225779522
35045,32065,1521301150,253703427
35045,32065,1521301150,277708522
35045,32065,1521301150,301709553
35251,32131,1521301150,325711099
35251,32131,1521301150,349721808
35460,32199,1521301150,373704161
35460,32199,1521301150,397713731
35460,32199,1521301150,417732267
35669,32265,1521301150,441724114
35669,32265,1521301150,465714128
35669,32265,1521301150,485730676
35878,32333,1521301150,509716172
35878,32333,1521301150,533718925
36088,32401,1521301150,565677178
36088,32401,1521301150,589712960
36296,32467,1521301150,613687899
36296,32467,1521301150,637699319
36296,32467,1521301150,661718018
36505,32539,1521301150,685683962
36505,32539,1521301150,709722081
36505,32539,1521301150,733742615
36505,32539,1521301150,757777151
36856,32657,1521301150,781714444
36856,32657,1521301150,805691147
36856,32657,1521301150,825725689
37062,32727,1521301150,853712385
37062,32727,1521301150,881696037
37268,32795,1521301150,905709976
37268,32795,1521301150,929693801
37475,32865,1521301150,949747343
37544,32885,1521301150,973697216
37544,32885,1521301150,997708031
37544,32885,1521301151,21716644
37755,32955,1521301151,45733383
37755,32955,1521301151,69732650
37960,33019,1521301151,93727123
38030,33043,1521301151,117710411
38030,33043,1521301151,141693497
38030,33043,1521301151,165713436
38311,33130,1521301151,189739259
38311,33130,1521301151,213724175
38311,33130,1521301151,241707787
38517,33196,1521301151,265718894
38588,33219,1521301151,293713278
38588,33219,1521301151,321719012
38796,33289,1521301151,345717121
38796,33289,1521301151,365759216
39005,33362,1521301151,389709356
39005,33362,1521301151,413678475
39005,33362,1521301151,437739353
39215,33428,1521301151,465708327
39284,33452,1521301151,489718501
39284,33452,1521301151,513709023
39494,33521,1521301151,541731531
39494,33521,1521301151,565703836
39702,33593,1521301151,589709890
39702,33593,1521301151,613710677
39702,33593,1521301151,637712464
39908,33661,1521301151,661774675
39908,33661,1521301151,685683134
40116,33726,1521301151,709730161
40116,33726,1521301151,733716216
40116,33726,1521301151,757709904
40328,33791,1521301151,785708391
40328,33791,1521301151,809716198
40535,33855,1521301151,833713528
40535,33855,1521301151,861709157
40535,33855,1521301151,881742517
40746,33922,1521301151,905709799
40746,33922,1521301151,929709859
40958,33984,1521301151,957727072
40958,33984,1521301151,981696976
40958,33984,1521301152,5697422
41168,34047,1521301152,29702370
41168,34047,1521301152,53710213
41380,34114,1521301152,77709568
41380,34114,1521301152,101728029
41380,34114,1521301152,125712707
41588,34178,1521301152,149711186
41588,34178,1521301152,177751825
41800,34246,1521301152,201727701
41800,34246,1521301152,225705245
42012,34309,1521301152,249710204
42012,34309,1521301152,273700283
42012,34309,1521301152,297707563
42221,34372,1521301152,321706414
42292,34394,1521301152,345698633
42362,34416,1521301152,369754086
42362,34416,1521301152,393746782
42570,34482,1521301152,417709151
42570,34482,1521301152,441725700
42570,34482,1521301152,465709960
42779,34544,1521301152,493727024
42779,34544,1521301152,517710821
42989,34605,1521301152,541712207
43059,34627,1521301152,569691346
43059,34627,1521301152,601672579
43271,34691,1521301152,625726181
43341,34712,1521301152,649743639
43341,34712,1521301152,677713868
43553,34776,1521301152,701901006
43553,34776,1521301152,725778978
43766,34836,1521301152,749732081
43835,34859,1521301152,777714398
43835,34859,1521301152,801849943
44049,34923,1521301152,829702247
44049,34923,1521301152,853718618
44049,34923,1521301152,877731288
44254,34987,1521301152,905710419
44321,35006,1521301152,929713012
44321,35006,1521301152,953709697
44529,35070,1521301152,977693079
44529,35070,1521301153,1856560
44731,35141,1521301153,29712141
44731,35141,1521301153,53721966
44731,35141,1521301153,77706970
44932,35223,1521301153,101683181
44932,35223,1521301153,125712029
45111,35316,1521301153,153733880
45111,35316,1521301153,177712683
45111,35316,1521301153,201769320
45279,35421,1521301153,225711845
45279,35421,1521301153,249742773
45444,35531,1521301153,273704348
45444,35531,1521301153,297709685
45444,35531,1521301153,325739156
45599,35651,1521301153,349715285
45599,35651,1521301153,373708733
45751,35777,1521301153,397714116
45751,35777,1521301153,417743928
45751,35777,1521301153,441732931
45892,35908,1521301153,465726998
45892,35908,1521301153,489714183
46034,36043,1521301153,513695045
46034,36043,1521301153,537701703
46034,36043,1521301153,557781014
46176,36180,1521301153,581681172
46176,36180,1521301153,609699103
46308,36302,1521301153,633721299
46308,36302,1521301153,657709497
46308,36302,1521301153,681733286
46428,36403,1521301153,709698023
46428,36403,1521301153,741708445
46543,36505,1521301153,769738201
46543,36505,1521301153,797669721
46651,36608,1521301153,817716084
46651,36608,1521301153,841727919
46746,36692,1521301153,865716863
46746,36692,1521301153,897723607
46832,36773,1521301153,925716024
46860,36799,1521301153,949716876
46860,36799,1521301153,973728316
46860,36799,1521301153,997710765
46917,36848,1521301154,21728644
46936,36864,1521301154,45681316
46936,36864,1521301154,69734753
46994,36913,1521301154,93712519
46994,36913,1521301154,117714422
46994,36913,1521301154,141714438
47049,36961,1521301154,165715936
47049,36961,1521301154,193717793
47105,37006,1521301154,217708413
47123,37021,1521301154,241704349
47123,37021,1521301154,269680193
47176,37063,1521301154,289723556
47176,37063,1521301154,313707920
47176,37063,1521301154,337702527
47233,37109,1521301154,361724159
47251,37125,1521301154,389711221
47251,37125,1521301154,413728683
47278,37141,1521301154,437766336
47287,37148,1521301154,461777877
47287,37148,1521301154,485684991
47287,37148,1521301154,509679040
47287,37148,1521301154,533712696
47287,37148,1521301154,561705015
47287,37148,1521301154,585709898
47287,37148,1521301154,609696888
47287,37148,1521301154,633773382
47287,37148,1521301154,661711997
47287,37148,1521301154,685701824
47287,37148,1521301154,709709323
47287,37148,1521301154,733708231
47287,37148,1521301154,757710164
47287,37148,1521301154,781697327
47287,37148,1521301154,805699067
47287,37148,1521301154,833709825
47287,37148,1521301154,857716716
47287,37148,1521301154,885724438
47287,37148,1521301154,909734476
47287,37148,1521301154,933715295
47287,37148,1521301154,957713649
47287,37148,1521301154,981709239
47287,37148,1521301155,5732548
47286,37148,1521301155,29716628
47286,37148,1521301155,57692650
47286,37148,1521301155,81693162
47286,37148,1521301155,105697950
47286,37148,1521301155,129696530
47286,37148,1521301155,153700174
47286,37148,1521301155,177684144
47286,37148,1521301155,201706462
47286,37148,1521301155,225696074
47286,37148,1521301155,249739760
47286,37148,1521301155,273706738
47286,37148,1521301155,297703241
47286,37148,1521301155,321708804
47286,37148,1521301155,345675833
47286,37148,1521301155,369739287
47286,37148,1521301155,393749889
47286,37148,1521301155,417718547
47286,37148,1521301155,441728776
47286,37148,1521301155,465709719
47286,37148,1521301155,485724654
47286,37148,1521301155,509708992
47286,37148,1521301155,533709418
47286,37148,1521301155,557713135
47286,37148,1521301155,581721836
47286,37148,1521301155,609715184
47286,37148,1521301155,633718192
47286,37148,1521301155,657704998
47286,37148,1521301155,681706117
47286,37148,1521301155,705701770
47286,37148,1521301155,733697091
47286,37148,1521301155,761695251
47286,37148,1521301155,785734456
47286,37148,1521301155,809716154
47286,37148,1521301155,837693706
47286,37148,1521301155,865711551
47286,37148,1521301155,889692899
47286,37148,1521301155,913727721
47286,37148,1521301155,937697144
47286,37148,1521301155,965693294
47286,37148,1521301155,989706156
47286,37148,1521301156,17704185
47286,37148,1521301156,45724306
47286,37148,1521301156,69740618
47286,37148,1521301156,93706695
47286,37148,1521301156,113720922
47286,37148,1521301156,137711836
47286,37148,1521301156,161708189
47286,37148,1521301156,193732469
47286,37148,1521301156,221709383
47286,37148,1521301156,245704490
47286,37148,1521301156,269681803
47286,37148,1521301156,293747264
47286,37148,1521301156,317677437
47286,37148,1521301156,341715789
47286,37148,1521301156,365711066
47286,37148,1521301156,393716492
47286,37148,1521301156,417689263
47286,37148,1521301156,445692362
47286,37148,1521301156,469696687
47286,37148,1521301156,493703110
47286,37148,1521301156,517730228
47286,37148,1521301156,541707167
47286,37148,1521301156,565700960
47286,37148,1521301156,593767876
47286,37148,1521301156,617694488
47286,37148,1521301156,641715067
47286,37148,1521301156,669739071
47286,37148,1521301156,693715616
47286,37148,1521301156,717709160
47286,37148,1521301156,745697251
47286,37148,1521301156,769706974
47286,37148,1521301156,793709541
47286,37148,1521301156,817769586
47286,37148,1521301156,845707863
47286,37148,1521301156,869724470
47286,37148,1521301156,893730901
47286,37148,1521301156,917709110
47286,37148,1521301156,945700065
47286,37148,1521301156,969676866
47286,37148,1521301156,993703446
47286,37148,1521301157,21768064
47286,37148,1521301157,45726421
47286,37148,1521301157,69710891
47286,37148,1521301157,101717263
47286,37148,1521301157,125697178
47286,37148,1521301157,145711400
47286,37148,1521301157,169709026
47286,37148,1521301157,193729486
47286,37148,1521301157,217709905
47286,37148,1521301157,241727951
47286,37148,1521301157,269717050
47286,37148,1521301157,293728091
47286,37148,1521301157,321711281
47286,37148,1521301157,345722002
47286,37148,1521301157,369698797
47286,37148,1521301157,397708607
47286,37148,1521301157,421704544
47286,37148,1521301157,445704447
47286,37148,1521301157,469706022
47286,37148,1521301157,493709774
